copyright	zengfr	site:http://github.com/zengfr/romhack
spr;FFFF90B4; 1; 0; 0; 0; 0;   4;   2;       0;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF98F4; 1; 2; 0; 0; 0;  24;   D;   2A322;   2A322;   2A174;a0:   2A32C;2A70;8000;       4;  BD	
spr;FFFF98F4; 1; 2; 0; 0; 0;  24;   D;   2A32C;   2A32C;   2A174;a0:   2A336;29E4;8000;      D0;  BD	
spr;FFFF98F4; 1; 2; 0; 0; 0;  24;   D;   2A336;   2A336;   2A174;a0:   2A336;29E4;8000;      D0;  BD	
spr;FFFF98F4; 1; 2; 0; 0; 0;  24;   E;   2A342;   2A342;   2A174;a0:   2A34C;29C8;8000;      8A;  BD	
spr;FFFF98F4; 1; 2; 0; 0; 0;  24;   E;   2A342;   2A34C;   2A174;a0:   2A342;29C4;8000;       A;  BD	
spr;FFFF98F4; 1; 2; 4; 0; 0;  14;   0;   29968;   28BB6;   2995E;a0:   29968;1D04;8000;      8A;8081	
spr;FFFF98F4; 1; 2; 4; 0; 0;  14;   4;   29A06;   2A342;   299FE;a0:   29A06;1D40;8000;      8A;8687	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   4;   26A62;   2A342;   26A3C;a0:   26A62;1A44;8000;     40A;  84	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   4;   26A62;   2A342;   26A3C;a0:   26A6C;1A48;8000;       A;   0	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   4;   26A62;   2A342;   26A3C;a0:   26B04;1A24;8000;     401;  AF	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   4;   26A6C;   2A342;   26A3C;a0:   26A62;1A44;8000;     40A;  84	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   4;   26A6C;   2A342;   26A3C;a0:   26A6C;1A48;8000;       A;   0	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   4;   26BA6;   2A342;   26A3C;a0:   26A62;1A44;8000;     40A;  84	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   A;   26FA4;   2A336;   26F7E;a0:   26FA4;1A04;8000;       A;   0	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   A;   26FA4;   2A336;   26F7E;a0:   26FAE;1A08;8000;       A;   0	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   A;   26FAE;   2A336;   26F7E;a0:   26FA4;1A04;8000;       A;   0	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   A;   26FAE;   2A336;   26F7E;a0:   26FAE;1A08;8000;       A;   0	
spr;FFFF98F4; 1; 2; 8; 0; 0;   0;   A;   270E8;   2A336;   26F7E;a0:   26FA4;1A04;8000;       A;   0	
spr;FFFF98F4; 1; 2; 8; 0; 0;  14;   0;   29968;   28BB6;   2995E;a0:   29974;1D0C;8000;     48A;  82	
spr;FFFF98F4; 1; 2; 8; 0; 0;  14;   0;   29974;   28BB6;   2995E;a0:   29974;1D0C;8000;     48A;  82	
spr;FFFF98F4; 1; 2; 8; 0; 0;  14;   4;   29A06;   2A342;   299FE;a0:   29A12;1D44;8000;     48A;  88	
spr;FFFF98F4; 1; 2; 8; 0; 0;  14;   4;   29A12;   2A342;   299FE;a0:   29A12;1D44;8000;     48A;  88	
spr;FFFF98F4; 1; 2; 8; 0; 0;  14;   4;   29A12;   2A342;   299FE;a0:   29A1E;1D48;8000;     404;  88	
spr;FFFF98F4; 1; 2; C; 0; 0;   0;   A;   26FA4;   2A336;   26F7E;a0:   27046;19E4;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   27046;   2A336;   26F7E;a0:   27046;19E4;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   27046;   2A336;   26F7E;a0:   27050;19E8;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   27050;   2A336;   26F7E;a0:   2705A;19EC;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   2705A;   2A336;   26F7E;a0:   27064;19F0;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   27064;   2A336;   26F7E;a0:   2706E;19F4;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   2706E;   2A336;   26F7E;a0:   27078;19F8;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   27078;   2A336;   26F7E;a0:   27082;19FC;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   27082;   2A336;   26F7E;a0:   2708C;1A00;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   2708C;   2A336;   26F7E;a0:   27096;2F20;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   27096;   2A336;   26F7E;a0:   270A0;2F24;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   270A0;   2A336;   26F7E;a0:   270AA;2F28;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   270AA;   2A336;   26F7E;a0:   270B4;2F2C;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   270B4;   2A336;   26F7E;a0:   270BE;2F30;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   270BE;   2A336;   26F7E;a0:   270C8;2F34;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   270C8;   2A336;   26F7E;a0:   270D2;2F38;8000;     401;  B1	
spr;FFFF98F4; 1; 2; C; 2; 0;   0;   A;   270D2;   2A336;   26F7E;a0:   270DC;2F3C;8000;     481;  B1	
spr;FFFF98F4; 1; 2;10; 0; 0;  14;   4;   29A1E;   2A342;   299FE;a0:   29A1E;1D48;8000;     404;  88	
spr;FFFF98F4; 1; 2;10; 0; 0;  14;   4;   29A1E;   2A342;   299FE;a0:   29A28;1D4C;8000;     404;  88	
spr;FFFF98F4; 1; 2;10; 0; 0;  14;   4;   29A28;   2A342;   299FE;a0:   29A32;1D50;8000;     404;  88	
spr;FFFF98F4; 1; 2;10; 0; 0;  14;   4;   29A32;   2A342;   299FE;a0:   29A3C;1D58;8000;     404;  88	
spr;FFFF98F4; 1; 2;10; 0; 0;  14;   4;   29A3C;   2A342;   299FE;a0:   29A46;1D54;8000;     404;  88	
spr;FFFF98F4; 1; 2;10; 0; 0;  14;   4;   29A46;   2A342;   299FE;a0:   29A50;1D5C;8000;     404;  88	
spr;FFFF98F4; 1; 2;10; 0; 0;  14;   4;   29A50;   2A342;   299FE;a0:   29A5A;1D64;8000;     484;  88	
spr;FFFF98F4; 2; 2;10; 0; 0;  14;   0;   29974;   28BB6;   2995E;a0:   29980;1D08;8000;      8A;   0	
spr;FFFF99B4; 1; 0; 0; 0; 0;   0;   C;   276E8;   28C46;   270FE;a0:   27268;1CE8;8000;      28;  A6	
spr;FFFF99B4; 1; 0; 0; 0; 0;   0;  12;   28234;   28C46;   2757E;a0:   276E8;1CC4;8000;      28;  A9	
spr;FFFF99B4; 1; 0; 0; 0; 0;   4;   0;   28234;   2A336;   28102;a0:   28192; 5E8;8000;     402;   0	
spr;FFFF99B4; 1; 0; 0; 0; 0;   4;   2;   2A010;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF99B4; 1; 0; 0; 0; 0;   4;   2;   2A010;   28C46;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF99B4; 1; 0; 0; 0; 0;   4;   2;   2A01C;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF99B4; 1; 0; 0; 0; 0;   4;   2;   2A01C;   2A336;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF99B4; 1; 0; 0; 0; 0;  14;   2;       0;       0;   2998C;a0:   29994;1D10;8000;      8A;8384	
spr;FFFF99B4; 1; 0; 0; 0; 0;  14;   2;   28BB6;   28BB6;   2998C;a0:   29994;1D10;8000;      8A;8384	
spr;FFFF99B4; 1; 0; 0; 0; 0;  14;   4;       0;       0;   299FE;a0:   29A06;1D40;8000;      8A;8687	
spr;FFFF99B4; 1; 0; 0; 0; 0;  1C;   0;   28C46;   28C46;   29EB4;a0:   29EB8;2150;8000;     48A;  C1	
spr;FFFF99B4; 1; 0; 0; 0; 0;  1C;   0;   29EB8;   28C46;   29EB4;a0:   29EB8;2150;8000;     48A;  C1	
spr;FFFF99B4; 1; 0; 0; 0; 0;  20;   0;   28234;       0;   2A00A;a0:   2A010;334C;8000;      8A;  C1	
spr;FFFF99B4; 1; 0; 0; 0; 0;  20;   0;   29A06;       0;   2A00A;a0:   2A01C;3350;8000;      8A;  C1	
spr;FFFF99B4; 1; 0; 0; 0; 0;  20;   0;   29EB8;   28C46;   2A00A;a0:   2A010;334C;8000;      8A;  C1	
spr;FFFF99B4; 1; 0; 0; 0; 0;  20;   0;   2A336;   2A336;   2A00A;a0:   2A01C;3350;8000;      8A;  C1	
spr;FFFF99B4; 1; 0; 0; 0; 0;  20;   1;   2A4B2;       0;   2A00A;a0:   2A010;334C;8000;      8A;  C1	
spr;FFFF99B4; 1; 0; 0; 0; 0;  24;   2;       0;       0;   2A174;a0:   2A1CC;29FC;8000;      50;  BD	
spr;FFFF99B4; 1; 0; 0; 0; 0;  24;   D;   2A1CC;   2A1CC;   2A174;a0:   2A296;29D8;8000;       4;  BD	
spr;FFFF99B4; 1; 0; 0; 0; 0;  28;   2;   2A010;       0;   2A49C;a0:   2A4A8;2168;8000;     401;  C2	
spr;FFFF99B4; 1; 0; 0; 0; 0;  28;   5;   299A0;       0;   2A49C;a0:   2A4A8;2168;8000;     401;  C2	
spr;FFFF99B4; 1; 0; 0; 2; 0;  10;   2;   28192;   2A336;   28B54;a0:   28B98;2970;2968;       A;  BC	
spr;FFFF99B4; 1; 0; 0; 2; 0;  10;   E;   299E8;   28BB6;   28B54;a0:   28C46;2B94;8000;      8A;  BE	
spr;FFFF99B4; 1; 0; 2; 2; 0;  10;   2;   28B98;   28B98;   28B54;a0:   28BA2;2974;2968;       5;  BC	
spr;FFFF99B4; 1; 0; 2; 2; 0;  10;   2;   28B98;   28BB6;   28B54;a0:   28B98;2970;2968;       A;  BC	
spr;FFFF99B4; 1; 0; 2; 2; 0;  10;   2;   28BA2;   28BA2;   28B54;a0:   28BAC;2974;296C;       5;  BC	
spr;FFFF99B4; 1; 0; 2; 2; 0;  10;   2;   28BAC;   28BAC;   28B54;a0:   28BB6;2978;296C;      8A;  BC	
spr;FFFF99B4; 1; 0; 2; 2; 0;  10;   E;   28C46;   28C46;   28B54;a0:   28C46;2B94;8000;      8A;  BE	
spr;FFFF99B4; 1; 2; 0; 0; 0;   0;   C;   27248;   28C46;   270FE;a0:   27268;1CE8;8000;      28;  A6	
spr;FFFF99B4; 1; 2; 0; 0; 0;   0;   C;   27268;   28C46;   270FE;a0:   27268;1CE8;8000;      28;  A6	
spr;FFFF99B4; 1; 2; 0; 0; 0;   0;   C;   27268;   28C46;   270FE;a0:   27272;1CE8;8000; 1000085;  A6	
spr;FFFF99B4; 1; 2; 0; 0; 0;   0;  12;   276E8;   28C46;   2757E;a0:   276E8;1CC4;8000;      28;  A9	
spr;FFFF99B4; 1; 2; 0; 0; 0;   0;  12;   276E8;   28C46;   2757E;a0:   276F2;1CC4;8000; 1000085;  A9	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   28192;   2A336;   28102;a0:   28192; 5E8;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   28192;   2A336;   28102;a0:   2819C; 5EC;8000;     402;  5D	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   2819C;   2A336;   28102;a0:   281A6; 5F0;8000;     402;  5D	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   281A6;   2A336;   28102;a0:   281B0; 5F4;8000;     402;  5E	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   281B0;   2A336;   28102;a0:   281BA; 5F8;8000;     402;  5E	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   281BA;   2A336;   28102;a0:   281C4; 5FC;8000;     402;  5E	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   281C4;   2A336;   28102;a0:   281CE; 600;8000;     402;  5F	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   281CE;   2A336;   28102;a0:   281D8; 604;8000;     402;  5F	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   281D8;   2A336;   28102;a0:   281E2; 608;8000;     403;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   281E2;   2A336;   28102;a0:   281EC; 60C;8000;     404;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   281EC;   2A336;   28102;a0:   281F6; 610;8000;     405;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   281F6;   2A336;   28102;a0:   28200; 614;8000;     406;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   28200;   2A336;   28102;a0:   2820A; 618;8000;     407;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   2820A;   2A336;   28102;a0:   28214; 61C;8000;     408;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   28214;   2A336;   28102;a0:   2821E; 620;8000;     408;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   0;   2821E;   2A336;   28102;a0:   28228; 624;8000;     48A;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28234;       0;   28102;a0:   2823E; 734;8000;     402;  5A	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28234;   28C46;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28234;   28C46;   28102;a0:   2823E; 734;8000;     402;  5A	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28234;   2A336;   28102;a0:   28234; 730;8000;     402;  5A	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28234;   2A336;   28102;a0:   2823E; 734;8000;     402;  5A	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2823E;       0;   28102;a0:   28248; 738;8000;     402;  5A	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2823E;   28C46;   28102;a0:   28248; 738;8000;     402;  5A	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2823E;   2A336;   28102;a0:   28248; 738;8000;     402;  5A	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28248;       0;   28102;a0:   28252; 73C;8000;     402;  5B	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28248;   28C46;   28102;a0:   28252; 73C;8000;     402;  5B	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28248;   2A336;   28102;a0:   28252; 73C;8000;     402;  5B	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28252;       0;   28102;a0:   2825C; 740;8000;     402;  5B	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28252;   28C46;   28102;a0:   2825C; 740;8000;     402;  5B	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28252;   2A336;   28102;a0:   2825C; 740;8000;     402;  5B	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2825C;       0;   28102;a0:   28266; 744;8000;     402;  5B	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2825C;   28C46;   28102;a0:   28266; 744;8000;     402;  5B	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2825C;   2A336;   28102;a0:   28266; 744;8000;     402;  5B	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28266;       0;   28102;a0:   28270; 748;8000;     402;  5C	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28266;   28C46;   28102;a0:   28270; 748;8000;     402;  5C	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28266;   2A336;   28102;a0:   28270; 748;8000;     402;  5C	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28270;       0;   28102;a0:   2827A; 74C;8000;     402;  5C	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28270;   28C46;   28102;a0:   2827A; 74C;8000;     402;  5C	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28270;   2A336;   28102;a0:   2827A; 74C;8000;     402;  5C	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2827A;       0;   28102;a0:   28284; 750;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2827A;   28C46;   28102;a0:   28284; 750;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2827A;   2A336;   28102;a0:   28284; 750;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28284;       0;   28102;a0:   2828E; 754;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28284;   28C46;   28102;a0:   2828E; 754;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28284;   2A336;   28102;a0:   2828E; 754;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2828E;       0;   28102;a0:   28298;2170;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2828E;   28C46;   28102;a0:   28298;2170;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   2828E;   2A336;   28102;a0:   28298;2170;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28298;       0;   28102;a0:   282A2;2174;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28298;   28C46;   28102;a0:   282A2;2174;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   28298;   2A336;   28102;a0:   282A2;2174;8000;     402;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   282A2;       0;   28102;a0:   282AC;2178;8000;     482;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   282A2;   28C46;   28102;a0:   282AC;2178;8000;     482;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;   4;   2;   282A2;   2A336;   28102;a0:   282AC;2178;8000;     482;   0	
spr;FFFF99B4; 1; 2; 0; 0; 0;  10;   2;   28B98;   28B98;   28B54;a0:   28BA2;2974;2968;       5;  BC	
spr;FFFF99B4; 1; 2; 0; 0; 0;  10;   2;   28B98;   28BB6;   28B54;a0:   28B98;2970;2968;       A;  BC	
spr;FFFF99B4; 1; 2; 0; 0; 0;  10;   2;   28BA2;   28BA2;   28B54;a0:   28BAC;2974;296C;       5;  BC	
spr;FFFF99B4; 1; 2; 0; 0; 0;  10;   2;   28BAC;   28BAC;   28B54;a0:   28BB6;2978;296C;      8A;  BC	
spr;FFFF99B4; 1; 2; 0; 0; 0;  10;   E;   28C46;   28C46;   28B54;a0:   28C46;2B94;8000;      8A;  BE	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   2;   2A1CC;   2A1CC;   2A174;a0:   2A1D6;2A00;8000;       A;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   2;   2A1CC;   2A1F4;   2A174;a0:   2A1CC;29FC;8000;      50;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   2;   2A1D6;   2A1D6;   2A174;a0:   2A1E0;2A04;8000;       A;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   2;   2A1E0;   2A1E0;   2A174;a0:   2A1EA;2A08;8000;       A;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   2;   2A1EA;   2A1EA;   2A174;a0:   2A1F4;2A0C;8000;      8A;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A296;   2A296;   2A174;a0:   2A2A0;29DC;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2A0;   2A2A0;   2A174;a0:   2A2AA;29E0;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2AA;   2A2AA;   2A174;a0:   2A2B4;2A70;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2B4;   2A2B4;   2A174;a0:   2A2BE;29D8;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2BE;   2A2BE;   2A174;a0:   2A2C8;29DC;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2C8;   2A2C8;   2A174;a0:   2A2D2;29E0;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2D2;   2A2D2;   2A174;a0:   2A2DC;2A70;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2DC;   2A2DC;   2A174;a0:   2A2E6;29D8;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2E6;   2A2E6;   2A174;a0:   2A2F0;29DC;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2F0;   2A2F0;   2A174;a0:   2A2FA;29E0;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A2FA;   2A2FA;   2A174;a0:   2A304;2A70;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A304;   2A304;   2A174;a0:   2A30E;29D8;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A30E;   2A30E;   2A174;a0:   2A318;29DC;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A318;   2A318;   2A174;a0:   2A322;29E0;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A322;   2A322;   2A174;a0:   2A32C;2A70;8000;       4;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A32C;   2A32C;   2A174;a0:   2A336;29E4;8000;      D0;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  24;   D;   2A336;   2A336;   2A174;a0:   2A336;29E4;8000;      D0;  BD	
spr;FFFF99B4; 1; 2; 0; 0; 0;  28;   2;   2A4A8;       0;   2A49C;a0:   2A4B2;3484;8000;     401;  C2	
spr;FFFF99B4; 1; 2; 0; 0; 0;  28;   2;   2A4B2;       0;   2A49C;a0:   2A4BC;348C;8000;     401;  C2	
spr;FFFF99B4; 1; 2; 0; 0; 0;  28;   2;   2A4BC;       0;   2A49C;a0:   2A4C6;3488;8000;     481;  C2	
spr;FFFF99B4; 1; 2; 0; 0; 0;  28;   5;   2A4A8;       0;   2A49C;a0:   2A4B2;3484;8000;     401;  C2	
spr;FFFF99B4; 1; 2; 4; 0; 0;  14;   2;   29994;       0;   2998C;a0:   29994;1D10;8000;      8A;8384	
spr;FFFF99B4; 1; 2; 4; 0; 0;  14;   2;   29994;   28BB6;   2998C;a0:   29994;1D10;8000;      8A;8384	
spr;FFFF99B4; 1; 2; 8; 0; 0;   0;   C;   27124;   28C46;   270FE;a0:   27124;1B60;8000;       A;   0	
spr;FFFF99B4; 1; 2; 8; 0; 0;   0;   C;   27124;   28C46;   270FE;a0:   2712E;1B64;8000;       A;   0	
spr;FFFF99B4; 1; 2; 8; 0; 0;   0;   C;   2712E;   28C46;   270FE;a0:   27124;1B60;8000;       A;   0	
spr;FFFF99B4; 1; 2; 8; 0; 0;   0;   C;   2712E;   28C46;   270FE;a0:   2712E;1B64;8000;       A;   0	
spr;FFFF99B4; 1; 2; 8; 0; 0;   0;   C;   27142;   28C46;   270FE;a0:   27124;1B60;8000;       A;   0	
spr;FFFF99B4; 1; 2; 8; 0; 0;   0;   C;   27142;   28C46;   270FE;a0:   27142;1B6C;8000;       A;   0	
spr;FFFF99B4; 1; 2; 8; 0; 0;   0;   C;   27268;   28C46;   270FE;a0:   27142;1B6C;8000;       A;   0	
spr;FFFF99B4; 1; 2; 8; 0; 0;  14;   2;   29994;       0;   2998C;a0:   299A0;1D14;8000;     48A;  85	
spr;FFFF99B4; 1; 2; 8; 0; 0;  14;   2;   29994;   28BB6;   2998C;a0:   299A0;1D14;8000;     48A;  85	
spr;FFFF99B4; 1; 2; 8; 0; 0;  14;   2;   299A0;       0;   2998C;a0:   299A0;1D14;8000;     48A;  85	
spr;FFFF99B4; 1; 2; 8; 0; 0;  14;   2;   299A0;   28BB6;   2998C;a0:   299A0;1D14;8000;     48A;  85	
spr;FFFF99B4; 1; 2; 8; 0; 0;  14;   2;   299A0;   28BB6;   2998C;a0:   299AC;1D20;8000;     404;  85	
spr;FFFF99B4; 1; 2; C; 0; 0;   0;   C;   27124;   28C46;   270FE;a0:   271C6;1B40;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   271C6;   28C46;   270FE;a0:   271C6;1B40;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   271C6;   28C46;   270FE;a0:   271D0;1B44;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   271D0;   28C46;   270FE;a0:   271DA;1B48;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   271DA;   28C46;   270FE;a0:   271E4;1B4C;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   271E4;   28C46;   270FE;a0:   271EE;1B50;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   271EE;   28C46;   270FE;a0:   271F8;1B54;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   271F8;   28C46;   270FE;a0:   27202;1B58;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   27202;   28C46;   270FE;a0:   2720C;1B5C;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   2720C;   28C46;   270FE;a0:   27216;3080;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   27216;   28C46;   270FE;a0:   27220;3084;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   27220;   28C46;   270FE;a0:   2722A;3088;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   2722A;   28C46;   270FE;a0:   27234;308C;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   27234;   28C46;   270FE;a0:   2723E;3090;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   2723E;   28C46;   270FE;a0:   27248;3094;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   27248;   28C46;   270FE;a0:   27252;3098;8000;       1;   0	
spr;FFFF99B4; 1; 2; C; 2; 0;   0;   C;   27252;   28C46;   270FE;a0:   2725C;309C;8000;      81;   0	
spr;FFFF99B4; 1; 2;10; 0; 0;  14;   2;   299A0;       0;   2998C;a0:   299A0;1D14;8000;     48A;  85	
spr;FFFF99B4; 1; 2;10; 0; 0;  14;   2;   299AC;   28BB6;   2998C;a0:   299AC;1D20;8000;     404;  85	
