copyright	zengfr	site:http://github.com/zengfr/romhack
	
   26650;1C78;8000;       A;   0;FFFF93B4; 1; 0; 2; 8; 0; 0;   0;   0;   26650;   2A358;   265F4;	
   279F0;1CB8;8000;      28;  AB;FFFF96B4; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;   2A27E;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF9774; 1; 0; 0; 0; 2; 0;   0;  18;   29AD2;   2A28A;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF9774; 1; 0; 0; 2; 2; 0;   0;  18;   27962;   2A28A;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF9834; 1; 0; 0; 0; 0; 2;   0;  18;   29980;       0;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF9834; 1; 0; 0; 0; 0; 2;   0;  18;   29EB8;   28B82;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF98F4; 1; 0; 0; 0; 0; 2;   0;  18;   2A010;   28B82;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF98F4; 1; 0; 0; 0; 2; 0;   0;  18;   29980;   2A28A;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF98F4; 1; 0; 0; 2; 2; 0;   0;  18;   27962;   2A28A;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF99B4; 1; 0; 0; 0; 2; 0;   0;  18;   28234;       0;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF99B4; 1; 0; 0; 2; 2; 0;   0;  18;   279BC;       0;   2787E;	
   279F0;1CB8;8000;      28;  AB;FFFF99B4; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;       0;   2787E;	
   279FA;1CB8;8000; 1000085;  AB;FFFF8F34; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;   28C5E;   2787E;	
   279FA;1CB8;8000; 1000085;  AB;FFFF8FF4; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;       0;   2787E;	
   279FA;1CB8;8000; 1000085;  AB;FFFF92F4; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;   28C2E;   2787E;	
   279FA;1CB8;8000; 1000085;  AB;FFFF93B4; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;   2A358;   2787E;	
   279FA;1CB8;8000; 1000085;  AB;FFFF9474; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;       0;   2787E;	
   279FA;1CB8;8000; 1000085;  AB;FFFF95F4; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;       0;   2787E;	
   279FA;1CB8;8000; 1000085;  AB;FFFF96B4; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;   2A27E;   2787E;	
   279FA;1CB8;8000; 1000085;  AB;FFFF99B4; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;       0;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;   28BDA;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27ADE;   28BDA;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A06;   2A358;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A3A;   2A358;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A06;       0;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A3A;       0;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A06;       0;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A3A;       0;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;       0;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27ADE;       0;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;       0;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;   28B82;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27ADE;       0;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27ADE;   28B82;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;   28B82;   2787E;	
   27A06;1CB8;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27ADE;   28B82;   2787E;	
   27A10;1CBC;8000; 1000082;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;   28BDA;   2787E;	
   27A10;1CBC;8000; 1000082;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A06;   2A358;   2787E;	
   27A10;1CBC;8000; 1000082;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A06;       0;   2787E;	
   27A10;1CBC;8000; 1000082;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A06;       0;   2787E;	
   27A10;1CBC;8000; 1000082;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;       0;   2787E;	
   27A10;1CBC;8000; 1000082;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;       0;   2787E;	
   27A10;1CBC;8000; 1000082;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;   28B82;   2787E;	
   27A10;1CBC;8000; 1000082;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27A06;   28B82;   2787E;	
   27A1C;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A1C;   2A358;   2787E;	
   27A1C;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A8C;   2A358;   2787E;	
   27A1C;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A1C;       0;   2787E;	
   27A1C;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A8C;       0;   2787E;	
   27A1C;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A1C;       0;   2787E;	
   27A1C;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A8C;       0;   2787E;	
   27A26;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A1C;   2A358;   2787E;	
   27A26;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A1C;       0;   2787E;	
   27A26;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A1C;       0;   2787E;	
   27A30;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A26;   2A358;   2787E;	
   27A30;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A26;       0;   2787E;	
   27A30;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A26;       0;   2787E;	
   27A3A;1CB8;8000; 1000082;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A30;   2A358;   2787E;	
   27A3A;1CB8;8000; 1000082;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A30;       0;   2787E;	
   27A3A;1CB8;8000; 1000082;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A30;       0;   2787E;	
   27A46;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27ADE;   2A358;   2787E;	
   27A46;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27ADE;       0;   2787E;	
   27A46;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27ADE;       0;   2787E;	
   27A50;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A46;   2A358;   2787E;	
   27A50;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A46;       0;   2787E;	
   27A50;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A46;       0;   2787E;	
   27A5A;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A50;   2A358;   2787E;	
   27A5A;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A50;       0;   2787E;	
   27A5A;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A50;       0;   2787E;	
   27A64;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A5A;   2A358;   2787E;	
   27A64;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A5A;       0;   2787E;	
   27A64;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A5A;       0;   2787E;	
   27A6E;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A64;   2A358;   2787E;	
   27A6E;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A64;       0;   2787E;	
   27A6E;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A64;       0;   2787E;	
   27A78;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A6E;   2A358;   2787E;	
   27A78;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A6E;       0;   2787E;	
   27A78;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A6E;       0;   2787E;	
   27A82;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A78;   2A358;   2787E;	
   27A82;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A78;       0;   2787E;	
   27A82;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A78;       0;   2787E;	
   27A8C;1CB8;8000; 1000082;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A82;   2A358;   2787E;	
   27A8C;1CB8;8000; 1000082;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A82;       0;   2787E;	
   27A8C;1CB8;8000; 1000082;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A82;       0;   2787E;	
   27A98;1CBC;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;   28BDA;   2787E;	
   27A98;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   278FC;   2A358;   2787E;	
   27A98;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   278FC;       0;   2787E;	
   27A98;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   278FC;       0;   2787E;	
   27A98;1CBC;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;       0;   2787E;	
   27A98;1CBC;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;       0;   2787E;	
   27A98;1CBC;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;   28B82;   2787E;	
   27A98;1CBC;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   279F0;   28B82;   2787E;	
   27AA2;1CB8;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27A98;   28BDA;   2787E;	
   27AA2;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27A98;   2A358;   2787E;	
   27AA2;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27A98;       0;   2787E;	
   27AA2;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27A98;       0;   2787E;	
   27AA2;1CB8;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27A98;       0;   2787E;	
   27AA2;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27A98;       0;   2787E;	
   27AA2;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27A98;   28B82;   2787E;	
   27AA2;1CB8;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27A98;   28B82;   2787E;	
   27AAC;1CBC;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27AA2;   28BDA;   2787E;	
   27AAC;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27AA2;   2A358;   2787E;	
   27AAC;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27AA2;       0;   2787E;	
   27AAC;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27AA2;       0;   2787E;	
   27AAC;1CBC;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27AA2;       0;   2787E;	
   27AAC;1CBC;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AA2;       0;   2787E;	
   27AAC;1CBC;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AA2;   28B82;   2787E;	
   27AAC;1CBC;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27AA2;   28B82;   2787E;	
   27AB6;1CB8;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27AAC;   28BDA;   2787E;	
   27AB6;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27AAC;   2A358;   2787E;	
   27AB6;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27AAC;       0;   2787E;	
   27AB6;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27AAC;       0;   2787E;	
   27AB6;1CB8;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27AAC;       0;   2787E;	
   27AB6;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AAC;       0;   2787E;	
   27AB6;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AAC;   28B82;   2787E;	
   27AB6;1CB8;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27AAC;   28B82;   2787E;	
   27AC0;1CBC;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27AB6;   28BDA;   2787E;	
   27AC0;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27AB6;   2A358;   2787E;	
   27AC0;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27AB6;       0;   2787E;	
   27AC0;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27AB6;       0;   2787E;	
   27AC0;1CBC;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27AB6;       0;   2787E;	
   27AC0;1CBC;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AB6;       0;   2787E;	
   27AC0;1CBC;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AB6;   28B82;   2787E;	
   27AC0;1CBC;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27AB6;   28B82;   2787E;	
   27ACA;1CB8;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27AC0;   28BDA;   2787E;	
   27ACA;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27AC0;   2A358;   2787E;	
   27ACA;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27AC0;       0;   2787E;	
   27ACA;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27AC0;       0;   2787E;	
   27ACA;1CB8;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27AC0;       0;   2787E;	
   27ACA;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AC0;       0;   2787E;	
   27ACA;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AC0;   28B82;   2787E;	
   27ACA;1CB8;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27AC0;   28B82;   2787E;	
   27AD4;1CBC;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27ACA;   28BDA;   2787E;	
   27AD4;1CBC;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27ACA;   2A358;   2787E;	
   27AD4;1CBC;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27ACA;       0;   2787E;	
   27AD4;1CBC;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27ACA;       0;   2787E;	
   27AD4;1CBC;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27ACA;       0;   2787E;	
   27AD4;1CBC;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27ACA;       0;   2787E;	
   27AD4;1CBC;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27ACA;   28B82;   2787E;	
   27AD4;1CBC;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27ACA;   28B82;   2787E;	
   27ADE;1CB8;8000;       2;  AB;FFFF9234; 1; 0; 2; 0; 0; 0;   0;  18;   27AD4;   28BDA;   2787E;	
   27ADE;1CB8;8000;       2;  AB;FFFF93B4; 1; 1; 2; 0; 0; 0;   0;  18;   27AD4;   2A358;   2787E;	
   27ADE;1CB8;8000;       2;  AB;FFFF9474; 1; 3; 2; 0; 0; 0;   0;  18;   27AD4;       0;   2787E;	
   27ADE;1CB8;8000;       2;  AB;FFFF9474; 2; 0; 2; 0; 0; 0;   0;  18;   27AD4;       0;   2787E;	
   27ADE;1CB8;8000;       2;  AB;FFFF9534; 1; 0; 2; 0; 0; 0;   0;  18;   27AD4;       0;   2787E;	
   27ADE;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AD4;       0;   2787E;	
   27ADE;1CB8;8000;       2;  AB;FFFF9834; 1; 0; 2; 0; 0; 0;   0;  18;   27AD4;   28B82;   2787E;	
   27ADE;1CB8;8000;       2;  AB;FFFF98F4; 1; 0; 2; 0; 0; 0;   0;  18;   27AD4;   28B82;   2787E;	
   27B3A;1C18;8000;       A;   0;FFFF90B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B3A;   2A358;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF90B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B58;   2A358;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF90B4; 1; 3; 2; 8; 0; 0;   0;  1A;   27B6C;   2A358;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF9474; 1; 3; 2; 8; 0; 0;   0;  1A;   27B58;   2A342;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF9534; 1; 0; 2; 8; 0; 0;   0;  1A;   27B3A;   28C3A;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF9534; 1; 0; 2; 8; 0; 0;   0;  1A;   27C7E;   28C3A;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B3A;       0;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27C7E;       0;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B3A;   28C2E;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;   28C2E;   27B12;	
   27B3A;1C18;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27C88;   28C2E;   27B12;	
   27B44;1C1C;8000;       A;   0;FFFF98F4; 1; 1; 2; 8; 0; 0;   0;  1A;   27B44;   28BDA;   27B12;	
   27B44;1C1C;8000;       A;   0;FFFF98F4; 1; 1; 2; 8; 0; 0;   0;  1A;   27B62;   28BDA;   27B12;	
   27B4E;1C20;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B4E;       0;   27B12;	
   27B4E;1C20;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B58;       0;   27B12;	
   27B4E;1C20;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B4E;   28C2E;   27B12;	
   27B4E;1C20;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B58;   28C2E;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF90B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;   2A358;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF90B4; 1; 3; 2; 8; 0; 0;   0;  1A;   27B58;   2A358;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF90B4; 1; 3; 2; 8; 0; 0;   0;  1A;   27B80;   2A358;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF90B4; 1; 3; 2; 8; 0; 0;   0;  1A;   27C7E;   2A358;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF9474; 1; 3; 2; 8; 0; 0;   0;  1A;   27B58;   2A342;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF9474; 1; 3; 2; 8; 0; 0;   0;  1A;   27C7E;   2A342;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B4E;       0;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B58;       0;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;       0;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B4E;   28C2E;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B58;   28C2E;   27B12;	
   27B58;1C24;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;   28C2E;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF90B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B3A;   2A358;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF90B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;   2A358;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF90B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27C7E;   2A358;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF90B4; 1; 3; 2; 8; 0; 0;   0;  1A;   27B58;   2A358;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF90B4; 1; 3; 2; 8; 0; 0;   0;  1A;   27B62;   2A358;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF9534; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;   2A266;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF9534; 1; 0; 2; 8; 0; 0;   0;  1A;   27C7E;   2A266;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B3A;       0;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B58;       0;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;       0;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B6C;       0;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF98F4; 1; 1; 2; 8; 0; 0;   0;  1A;   27B62;   28BDA;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF98F4; 1; 1; 2; 8; 0; 0;   0;  1A;   27B6C;   28BDA;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B3A;   28C2E;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B58;   28C2E;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;   28C2E;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B6C;   28C2E;   27B12;	
   27B62;1C28;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27C7E;   28C2E;   27B12;	
   27B6C;1C2C;8000;       A;   0;FFFF90B4; 1; 3; 2; 8; 0; 0;   0;  1A;   27B62;   2A358;   27B12;	
   27B6C;1C2C;8000;       A;   0;FFFF90B4; 1; 3; 2; 8; 0; 0;   0;  1A;   27B6C;   2A358;   27B12;	
   27B6C;1C2C;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;       0;   27B12;	
   27B6C;1C2C;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B6C;       0;   27B12;	
   27B6C;1C2C;8000;       A;   0;FFFF96B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B76;       0;   27B12;	
   27B6C;1C2C;8000;       A;   0;FFFF98F4; 1; 1; 2; 8; 0; 0;   0;  1A;   27B44;   28BDA;   27B12;	
   27B6C;1C2C;8000;       A;   0;FFFF98F4; 1; 1; 2; 8; 0; 0;   0;  1A;   27B6C;   28BDA;   27B12;	
   27B6C;1C2C;8000;       A;   0;FFFF98F4; 1; 1; 2; 8; 0; 0;   0;  1A;   27C88;   28BDA;   27B12;	
   27B6C;1C2C;8000;       A;   0;FFFF99B4; 1; 0; 2; 8; 0; 0;   0;  1A;   27B62;   28C2E;   27B12;	
