copyright	zengfr	site:http://github.com/zengfr/romhack
a0,w@(a0+0),w@(a0+2),d@(a0+4),w@(a0+8),b@(a6+0),b@(a6+3),b@(a6+4),b@(a6+5),b@(a6+6),b@(a6+7),w@(a6+20),w@(a6+26),d@(a6+28),d@(a6+30),d@(a6+40);	
   2AC1C;335C;8000;      D0;   0; 2; 1; 2; 2; C; 0;   8; 202;   34BCA;       0;   34B90;	
   2EC6E; 670;8000;  140814;   0; 1; E; 2; 2;1A; 0;   C;   0;   2ED36;       0;   6C0E2;	
   2EC6E; 670;8000;  140814;   0; 2; E; 2; 2;1A; 0;   C;   0;   2EC58;       0;   6C0E2;	
   2EC6E; 670;8000;  140814;   0; 2; E; 2; 2;1A; 0;   C;   0;   2EC62;       0;   6C0E2;	
   2EC6E; 670;8000;  140814;   0; 2; E; 2; 2;1A; 0;   C;   0;   2EC6E;       0;   6C0E2;	
   2EC6E; 670;8000;  140814;   0; 2; E; 2; 2;1A; 0;   C;   0;   2ED36;       0;   6C0E2;	
   2EC78; 728;8000;  530888;   0; 1; E; 2; 2;1A; 0;   C;   0;   2EC6E;       0;   6C0E2;	
   2EC78; 728;8000;  530888;   0; 2; E; 2; 2;1A; 0;   C;   0;   2EC6E;       0;   6C0E2;	
   2EC84; 68C;8000;  1C000A;4A00; 1; E; 2; 2;1A; 2;   C;   0;   2EC84;       0;   6C0E2;	
   2EC84; 68C;8000;  1C000A;4A00; 2; E; 2; 2;1A; 2;   C;   0;   2EC6E;       0;   6C0E2;	
   2EC8E; 674;8000;  1D008A;4A00; 1; E; 2; 2;1A; 2;   C;   0;   2EC84;       0;   6C0E2;	
   2ED0E;32B8;8000;  580A07;4100; 1; E; 2; 2; 8; 0;   C;   0;   30C74;       0;   6C0E2;	
   2ED0E;32B8;8000;  580A07;4100; 2; E; 2; 2; A; 0;   C;   0;   6C118;       0;   6C0E2;	
   2ED18;36A8;8000; 1220A01;4200; 1; E; 2; 2; 8; 2;   C;   0;   2ED0E;       0;   6C0E2;	
   2ED18;36A8;8000; 1220A01;4200; 2; E; 2; 2; A; 2;   C;   0;   2ED0E;       0;   6C0E2;	
   2ED22;36A4;8000;  240A02;   0; 1; E; 2; 2; 8; 4;   C;   0;   2ED18;       0;   6C0E2;	
   2ED22;36A4;8000;  240A02;   0; 2; E; 2; 2; A; 4;   C;   0;   2ED18;       0;   6C0E2;	
   2ED2C;36A8;8000; 1230A01;   0; 1; E; 2; 2; 8; 4;   C;   0;   2ED22;       0;   6C0E2;	
   2ED2C;36A8;8000; 1230A01;   0; 2; E; 2; 2; A; 4;   C;   0;   2ED22;       0;   6C0E2;	
   2ED36;36A4;8000;  240AD0;   0; 1; E; 2; 2; 8; 6;   C;   0;   2ED2C;       0;   6C0E2;	
   2ED36;36A4;8000;  240AD0;   0; 2; E; 2; 2; A; 6;   C;   0;   2ED2C;       0;   6C0E2;	
   2EE88; D2C;8000;     88A;   0; 2;10; 2; 2; 0; 0;  18;   6;   3A268;       0;   3A234;	
   2EE94; D28;8000;     88A;   0; 2;10; 2; 2; 2; 0;  18;   6;   3A268;       0;   3A234;	
   2EE94; D28;8000;     88A;   0; 2;10; 2; 2;14; 0;  18;   6;   3A286;       0;   3A234;	
   2EEA0; D28;8000; 1000A01;9700; 2;10; 2; 2; 6; 0;  18;   6;   3A286;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; 4; 0;  18;   6;   3A268;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; 4; 0;  18;   6;   3A27C;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; 4; 0;  18;   6;   3A290;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; 4; 0;  18;   6;   3A29A;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; 4; 0;  18;   6;   3A2C4;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; 4; 0;  18;   6;   3A2D0;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; 6; 4;  18;   6;   2EEA0;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; A; 0;  18;   6;   3A268;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; A; 0;  18;   6;   3A286;       0;   3A234;	
   2EEAA; D2C;8000;     A07;9800; 2;10; 2; 2; A; 0;  18;   6;   3A290;       0;   3A234;	
   2EEB4; D30;8000; 1000A01;9900; 2;10; 2; 2; 4; 2;  18;   6;   2EEAA;       0;   3A234;	
   2EEB4; D30;8000; 1000A01;9900; 2;10; 2; 2; 6; 4;  18;   6;   2EEAA;       0;   3A234;	
   2EEB4; D30;8000; 1000A01;9900; 2;10; 2; 2; A; 2;  18;   6;   2EEAA;       0;   3A234;	
   2EEBE; D34;8000;     A07;   0; 2;10; 2; 2; 4; 4;  18;   6;   2EEB4;       0;   3A234;	
   2EEBE; D34;8000;     A07;   0; 2;10; 2; 2; 6; 6;  18;   6;   2EEB4;       0;   3A234;	
   2EEBE; D34;8000;     A07;   0; 2;10; 2; 2; A; 4;  18;   6;   2EEB4;       0;   3A234;	
   2EEC8; D30;8000; 1000A01;9900; 2;10; 2; 2; 4; 4;  18;   6;   2EEBE;       0;   3A234;	
   2EEC8; D30;8000; 1000A01;9900; 2;10; 2; 2; 6; 6;  18;   6;   2EEBE;       0;   3A234;	
   2EEC8; D30;8000; 1000A01;9900; 2;10; 2; 2; A; 4;  18;   6;   2EEBE;       0;   3A234;	
   2EED2; D34;8000;     A87;   0; 2;10; 2; 2; 4; 6;  18;   6;   2EEC8;       0;   3A234;	
   2EED2; D34;8000;     A87;   0; 2;10; 2; 2; 4; 6;  18;   6;   2EED2;       0;   3A234;	
   2EED2; D34;8000;     A87;   0; 2;10; 2; 2; 6; 6;  18;   6;   2EEC8;       0;   3A234;	
   2EED2; D34;8000;     A87;   0; 2;10; 2; 2; 6; 6;  18;   6;   2EED2;       0;   3A234;	
   2EED2; D34;8000;     A87;   0; 2;10; 2; 2; A; 6;  18;   6;   2EEC8;       0;   3A234;	
   2EED2; D34;8000;     A87;   0; 2;10; 2; 2; A; 6;  18;   6;   2EED2;       0;   3A234;	
   2EEDE; D60;8000;     807;   0; 1;10; 2; 2;1A; 0;  18;   6;   2EEDE;       0;   3A234;	
   2EEDE; D60;8000;     807;   0; 1;10; 2; 2;1A; 0;  18;   6;   2EFB6;       0;   3A234;	
   2EEDE; D60;8000;     807;   0; 2;10; 2; 2;1A; 0;  18;   6;   2EED2;       0;   3A234;	
   2EEDE; D60;8000;     807;   0; 2;10; 2; 2;1A; 0;  18;   6;   2EEDE;       0;   3A234;	
   2EEE8; D2C;8000;     807;   0; 1;10; 2; 2;1A; 0;  18;   6;   2EEDE;       0;   3A234;	
   2EEE8; D2C;8000;     807;   0; 2;10; 2; 2;1A; 0;  18;   6;   2EEDE;       0;   3A234;	
   2EEF2; CD0;8000;     807;   0; 1;10; 2; 2;1A; 0;  18;   6;   2EEE8;       0;   3A234;	
   2EEF2; CD0;8000;     807;   0; 2;10; 2; 2;1A; 0;  18;   6;   2EEE8;       0;   3A234;	
   2EEFC; CD4;8000;     807;   0; 1;10; 2; 2;1A; 0;  18;   6;   2EEF2;       0;   3A234;	
   2EEFC; CD4;8000;     807;   0; 2;10; 2; 2;1A; 0;  18;   6;   2EEF2;       0;   3A234;	
   2EF06; CD0;8000;     887;   0; 1;10; 2; 2;1A; 0;  18;   6;   2EEFC;       0;   3A234;	
   2EF06; CD0;8000;     887;   0; 2;10; 2; 2;1A; 0;  18;   6;   2EEFC;       0;   3A234;	
   2EF12; D68;8000;       7;A200; 1;10; 2; 2;1A; 2;  18;   6;   2EF12;       0;   3A234;	
   2EF12; D68;8000;       7;A200; 2;10; 2; 2;1A; 2;  18;   6;   2EEDE;       0;   3A234;	
   2EF1C; D6C;8000;       7;A300; 1;10; 2; 2;1A; 2;  18;   6;   2EF12;       0;   3A234;	
   2EF26; D70;8000;       7;8800; 1;10; 2; 2;1A; 2;  18;   6;   2EF1C;       0;   3A234;	
   2EF30; D6C;8000;       7;A300; 1;10; 2; 2;1A; 2;  18;   6;   2EF26;       0;   3A234;	
   2EF3A; D68;8000;       7;A200; 1;10; 2; 2;1A; 2;  18;   6;   2EF30;       0;   3A234;	
   2EF44; D6C;8000;       7;A300; 1;10; 2; 2;1A; 2;  18;   6;   2EF3A;       0;   3A234;	
   2EF4E; D70;8000;       7;8800; 1;10; 2; 2;1A; 2;  18;   6;   2EF44;       0;   3A234;	
   2EF58; D6C;8000;      87;A300; 1;10; 2; 2;1A; 2;  18;   6;   2EF4E;       0;   3A234;	
   2EF98; D30;8000; 1000A01;5800; 1;10; 2; 2; 8; 0;  18;   6;   30D0C;       0;   3A234;	
   2EFA2; D34;8000;     A02;5900; 1;10; 2; 2; 8; 4;  18;   6;   2EF98;       0;   3A234;	
   2EFAC; D30;8000; 1000A01;5A00; 1;10; 2; 2; 8; 4;  18;   6;   2EFA2;       0;   3A234;	
   2EFB6; D34;8000;     AD0;   0; 1;10; 2; 2; 8; 6;  18;   6;   2EFAC;       0;   3A234;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   0;   6C5C6;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   0;   6C5DA;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   0;   6C604;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   0;   6C60E;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   0;   6C622;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   6;   6C5C6;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   6;   6C5E4;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   8;   6C5C6;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   8;   6C5E4;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   8;   6C5EE;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   8;   6C618;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   C;   6C5C6;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   C;   6C5E4;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; 0; 0;  34;   C;   6C7AC;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; E; 0;  34;   0;   6C5E4;       0;   6C57A;	
   2F004; E40;8000;     88A;   0; 2; 2; 2; 2; E; 0;  34;   2;   6C694;       0;   6C57A;	
   2F010; E44;8000;     88A;   0; 2; 2; 2; 2; 2; 0;  34;   0;   6C5BA;       0;   6C57A;	
   2F010; E44;8000;     88A;   0; 2; 2; 2; 2; 2; 0;  34;   0;   6C5C6;       0;   6C57A;	
   2F010; E44;8000;     88A;   0; 2; 2; 2; 2; 2; 0;  34;   6;   6C5C6;       0;   6C57A;	
   2F010; E44;8000;     88A;   0; 2; 2; 2; 2; 2; 0;  34;   8;   6C5C6;       0;   6C57A;	
   2F010; E44;8000;     88A;   0; 2; 2; 2; 2; 2; 0;  34;   C;   6C62C;       0;   6C57A;	
   2F010; E44;8000;     88A;   0; 2; 2; 2; 2;14; 0;  34;   0;   6C5C6;       0;   6C57A;	
   2F010; E44;8000;     88A;   0; 2; 2; 2; 2;18; 0;  34;   0;   6C68A;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 1; 2; 2; 2; 4; 0;  34;   C;   6C5C6;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   0;   6C5BA;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   0;   6C5C6;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   0;   6C5F8;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   0;   6C622;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   0;   6C62C;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   2;   6C5C6;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   2;   6C5E4;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   6;   6C5C6;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   6;   6C604;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   6;   6C62C;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   6;   6C8C2;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   8;   6C5BA;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   8;   6C5C6;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   8;   6C5D0;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   8;   6C8AE;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; 4; 0;  34;   C;   6C5C6;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; A; 0;  34;   0;   6C7F4;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; A; 0;  34;   8;   6C5E4;       0;   6C57A;	
   2F01C; E4C;8000;     A18;3F00; 2; 2; 2; 2; C; 0;  34;   C;   6C676;       0;   6C57A;	
   2F026; E50;8000; 1000A01;3F00; 1; 2; 2; 2; 4; 2;  34;   C;   2F01C;       0;   6C57A;	
   2F026; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 2;  34;   0;   2F01C;       0;   6C57A;	
   2F026; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 2;  34;   2;   2F01C;       0;   6C57A;	
   2F026; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 2;  34;   6;   2F01C;       0;   6C57A;	
   2F026; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 2;  34;   8;   2F01C;       0;   6C57A;	
   2F026; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 2;  34;   C;   2F01C;       0;   6C57A;	
   2F026; E50;8000; 1000A01;3F00; 2; 2; 2; 2; A; 2;  34;   0;   2F01C;       0;   6C57A;	
   2F026; E50;8000; 1000A01;3F00; 2; 2; 2; 2; A; 2;  34;   8;   2F01C;       0;   6C57A;	
   2F026; E50;8000; 1000A01;3F00; 2; 2; 2; 2; C; 2;  34;   C;   2F01C;       0;   6C57A;	
   2F030; E54;8000;     A07;3F00; 1; 2; 2; 2; 4; 4;  34;   C;   2F026;       0;   6C57A;	
   2F030; E54;8000;     A07;3F00; 2; 2; 2; 2; 4; 4;  34;   0;   2F026;       0;   6C57A;	
   2F030; E54;8000;     A07;3F00; 2; 2; 2; 2; 4; 4;  34;   2;   2F026;       0;   6C57A;	
   2F030; E54;8000;     A07;3F00; 2; 2; 2; 2; 4; 4;  34;   6;   2F026;       0;   6C57A;	
   2F030; E54;8000;     A07;3F00; 2; 2; 2; 2; 4; 4;  34;   8;   2F026;       0;   6C57A;	
   2F030; E54;8000;     A07;3F00; 2; 2; 2; 2; 4; 4;  34;   C;   2F026;       0;   6C57A;	
   2F030; E54;8000;     A07;3F00; 2; 2; 2; 2; A; 4;  34;   0;   2F026;       0;   6C57A;	
   2F030; E54;8000;     A07;3F00; 2; 2; 2; 2; A; 4;  34;   8;   2F026;       0;   6C57A;	
   2F030; E54;8000;     A07;3F00; 2; 2; 2; 2; C; 4;  34;   C;   2F026;       0;   6C57A;	
   2F03A; E50;8000; 1000A01;3F00; 1; 2; 2; 2; 4; 4;  34;   C;   2F030;       0;   6C57A;	
   2F03A; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 4;  34;   0;   2F030;       0;   6C57A;	
   2F03A; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 4;  34;   2;   2F030;       0;   6C57A;	
   2F03A; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 4;  34;   6;   2F030;       0;   6C57A;	
   2F03A; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 4;  34;   8;   2F030;       0;   6C57A;	
   2F03A; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 4; 4;  34;   C;   2F030;       0;   6C57A;	
   2F03A; E50;8000; 1000A01;3F00; 2; 2; 2; 2; A; 4;  34;   0;   2F030;       0;   6C57A;	
   2F03A; E50;8000; 1000A01;3F00; 2; 2; 2; 2; A; 4;  34;   8;   2F030;       0;   6C57A;	
   2F03A; E50;8000; 1000A01;3F00; 2; 2; 2; 2; C; 4;  34;   C;   2F030;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 1; 2; 2; 2; 4; 6;  34;   C;   2F03A;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; 4; 6;  34;   0;   2F03A;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; 4; 6;  34;   2;   2F03A;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; 4; 6;  34;   2;   2F044;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; 4; 6;  34;   6;   2F03A;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; 4; 6;  34;   8;   2F03A;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; 4; 6;  34;   8;   2F044;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; 4; 6;  34;   C;   2F03A;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; A; 6;  34;   0;   2F03A;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; A; 6;  34;   8;   2F03A;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; A; 6;  34;   8;   2F044;       0;   6C57A;	
   2F044; E54;8000;     AB2;3F00; 2; 2; 2; 2; C; 6;  34;   C;   2F03A;       0;   6C57A;	
   2F050; E48;8000;     A18;3F00; 1; 2; 2; 2; 6; 0;  34;   6;   30D3C;       0;   6C57A;	
   2F050; E48;8000;     A18;3F00; 2; 2; 2; 2; 6; 0;  34;   0;   6C5C6;       0;   6C57A;	
   2F050; E48;8000;     A18;3F00; 2; 2; 2; 2; 6; 0;  34;   2;   6C6D4;       0;   6C57A;	
   2F050; E48;8000;     A18;3F00; 2; 2; 2; 2; 6; 0;  34;   6;   6C5C6;       0;   6C57A;	
   2F050; E48;8000;     A18;3F00; 2; 2; 2; 2; 6; 0;  34;   8;   6C5C6;       0;   6C57A;	
   2F05A; E4C;8000;     A18;3F00; 1; 2; 2; 2; 6; 2;  34;   6;   2F050;       0;   6C57A;	
   2F05A; E4C;8000;     A18;3F00; 2; 2; 2; 2; 6; 2;  34;   0;   2F050;       0;   6C57A;	
   2F05A; E4C;8000;     A18;3F00; 2; 2; 2; 2; 6; 2;  34;   2;   2F050;       0;   6C57A;	
   2F05A; E4C;8000;     A18;3F00; 2; 2; 2; 2; 6; 2;  34;   6;   2F050;       0;   6C57A;	
   2F05A; E4C;8000;     A18;3F00; 2; 2; 2; 2; 6; 2;  34;   8;   2F050;       0;   6C57A;	
   2F064; E50;8000; 1000A01;3F00; 1; 2; 2; 2; 6; 2;  34;   6;   2F05A;       0;   6C57A;	
   2F064; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 2;  34;   0;   2F05A;       0;   6C57A;	
   2F064; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 2;  34;   8;   2F05A;       0;   6C57A;	
   2F064; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 4;  34;   2;   2F05A;       0;   6C57A;	
   2F064; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 4;  34;   6;   2F05A;       0;   6C57A;	
   2F064; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 4;  34;   8;   2F05A;       0;   6C57A;	
   2F06E; E54;8000;     A07;3F00; 1; 2; 2; 2; 6; 4;  34;   6;   2F064;       0;   6C57A;	
   2F06E; E54;8000;     A07;3F00; 2; 2; 2; 2; 6; 4;  34;   0;   2F064;       0;   6C57A;	
   2F06E; E54;8000;     A07;3F00; 2; 2; 2; 2; 6; 4;  34;   8;   2F064;       0;   6C57A;	
   2F06E; E54;8000;     A07;3F00; 2; 2; 2; 2; 6; 6;  34;   2;   2F064;       0;   6C57A;	
   2F06E; E54;8000;     A07;3F00; 2; 2; 2; 2; 6; 6;  34;   6;   2F064;       0;   6C57A;	
   2F06E; E54;8000;     A07;3F00; 2; 2; 2; 2; 6; 6;  34;   8;   2F064;       0;   6C57A;	
   2F078; E50;8000; 1000A01;3F00; 1; 2; 2; 2; 6; 4;  34;   6;   2F06E;       0;   6C57A;	
   2F078; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 4;  34;   0;   2F06E;       0;   6C57A;	
   2F078; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 4;  34;   8;   2F06E;       0;   6C57A;	
   2F078; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 6;  34;   2;   2F06E;       0;   6C57A;	
   2F078; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 6;  34;   6;   2F06E;       0;   6C57A;	
   2F078; E50;8000; 1000A01;3F00; 2; 2; 2; 2; 6; 6;  34;   8;   2F06E;       0;   6C57A;	
   2F082; E54;8000;     AB2;3F00; 1; 2; 2; 2; 6; 6;  34;   6;   2F078;       0;   6C57A;	
   2F082; E54;8000;     AB2;3F00; 2; 2; 2; 2; 6; 6;  34;   0;   2F078;       0;   6C57A;	
   2F082; E54;8000;     AB2;3F00; 2; 2; 2; 2; 6; 6;  34;   2;   2F078;       0;   6C57A;	
   2F082; E54;8000;     AB2;3F00; 2; 2; 2; 2; 6; 6;  34;   6;   2F078;       0;   6C57A;	
   2F082; E54;8000;     AB2;3F00; 2; 2; 2; 2; 6; 6;  34;   8;   2F078;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 1; 2; 2; 2;1A; 0;  34;   C;   2F08E;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 1; 2; 2; 2;1A; 0;  34;   C;   2F102;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   0;   2F044;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   0;   2F08E;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   2;   2F044;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   2;   2F082;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   2;   2F08E;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   6;   2F044;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   6;   2F082;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   6;   2F08E;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   8;   2F044;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   8;   2F082;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   8;   2F08E;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   C;   2F044;       0;   6C57A;	
   2F08E; E58;8000;     894;   0; 2; 2; 2; 2;1A; 0;  34;   C;   2F08E;       0;   6C57A;	
   2F0DA;31F8;8000;     A07;4100; 1; 2; 2; 2; 8; 0;  34;   C;   30D5A;       0;   6C57A;	
   2F0E4; E4C;8000; 1000A01;4200; 1; 2; 2; 2; 8; 2;  34;   C;   2F0DA;       0;   6C57A;	
   2F0EE; E50;8000;     A02;   0; 1; 2; 2; 2; 8; 4;  34;   C;   2F0E4;       0;   6C57A;	
   2F0F8; E4C;8000; 1000A01;   0; 1; 2; 2; 2; 8; 4;  34;   C;   2F0EE;       0;   6C57A;	
   2F102; E54;8000;     AD0;   0; 1; 2; 2; 2; 8; 6;  34;   C;   2F0F8;       0;   6C57A;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 200;   6CAA4;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 200;   6CAAE;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 200;   6CACC;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 202;   6CAA4;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 202;   6CAAE;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 206;   6CAA4;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 208;   2F238;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 208;   6CA64;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 208;   6CAA4;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 212;   6CAA4;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; 0; 0;  34; 212;   6CAC2;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; E; 0;  34; 200;   6CACC;       0;   6CA24;	
   2F18E; F40;8000;     88A;   0; 2;12; 2; 2; E; 0;  34; 212;   6CACC;       0;   6CA24;	
   2F19A; F44;8000;     88A;   0; 2;12; 2; 2; 2; 0;  34; 200;   6CAA4;       0;   6CA24;	
   2F19A; F44;8000;     88A;   0; 2;12; 2; 2; 2; 0;  34; 206;   6CAAE;       0;   6CA24;	
   2F19A; F44;8000;     88A;   0; 2;12; 2; 2; 2; 0;  34; 208;   6CAA4;       0;   6CA24;	
   2F19A; F44;8000;     88A;   0; 2;12; 2; 2; 2; 0;  34; 20C;   6CAD6;       0;   6CA24;	
   2F19A; F44;8000;     88A;   0; 2;12; 2; 2; 2; 0;  34; 212;   6CAF6;       0;   6CA24;	
   2F19A; F44;8000;     88A;   0; 2;12; 2; 2;14; 0;  34; 200;   6CA64;       0;   6CA24;	
